Accession,Source Database,Name,Tax ID,Tax Name,Length
Q9JJG5,reviewed,SERTA domain-containing protein 2,10090,Mus musculus,309
Q9JJG6,reviewed,Transmembrane protein 47,10090,Mus musculus,181
Q9JJG7,reviewed,Calcium-binding protein 8,10090,Mus musculus,261
Q9JJG9,reviewed,Nitric oxide-associated protein 1,10090,Mus musculus,693
Q9JJH1,reviewed,Ribonuclease 4,10090,Mus musculus,148
Q9JJH7,reviewed,Transient receptor potential cation channel subfamily M member 5,10090,Mus musculus,1158
Q9JJI6,reviewed,GPI ethanolamine phosphate transferase 3,10090,Mus musculus,1093
Q9JJI8,reviewed,Large ribosomal subunit protein eL38,10090,Mus musculus,70
Q9JJJ3,reviewed,Aquaporin-9,10090,Mus musculus,295
Q9JJJ7,reviewed,Protein-serine O-palmitoleoyltransferase porcupine,10090,Mus musculus,461
Q9JJK2,reviewed,LanC-like protein 2,10090,Mus musculus,450
Q9JJK5,reviewed,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,10090,Mus musculus,391
Q9JJL3,reviewed,Solute carrier organic anion transporter family member 1B2,10090,Mus musculus,689
Q9JJL8,reviewed,"Serine--tRNA ligase, mitochondrial",10090,Mus musculus,518
Q9JJL9,reviewed,Leukotriene B4 receptor 2,10090,Mus musculus,360
Q9JJN0,reviewed,DNA polymerase eta,10090,Mus musculus,694
Q9JJN1,reviewed,Fibroblast growth factor 21,10090,Mus musculus,210
Q9JJN2,reviewed,Zinc finger homeobox protein 4,10090,Mus musculus,3550
Q9JJN4,reviewed,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial",10090,Mus musculus,520
Q9JJN5,reviewed,Carboxypeptidase N catalytic chain,10090,Mus musculus,457
Q9JJN6,reviewed,Beta-catenin-interacting protein 1,10090,Mus musculus,81
Q9JJP2,reviewed,Tumor protein p73,10090,Mus musculus,631
Q9JJQ0,reviewed,GPI mannosyltransferase 3,10090,Mus musculus,542
Q9JJR2,reviewed,X-linked lymphocyte-regulated protein 5C,10090,Mus musculus,179
Q9JJR5,reviewed,A-kinase-interacting protein 1,10090,Mus musculus,212
Q9JJR6,reviewed,Uncharacterized protein C11orf16 homolog,10090,Mus musculus,402
Q9JJR7,reviewed,Achaete-scute homolog 3,10090,Mus musculus,174
Q9JJR8,reviewed,Transmembrane protein 9B,10090,Mus musculus,199
Q9JJR9,reviewed,Nuclear receptor-interacting protein 3,10090,Mus musculus,240
Q9JJS0,reviewed,"Signal peptide, CUB and EGF-like domain-containing protein 2",10090,Mus musculus,997
Q9JJS6,reviewed,"Beta,beta-carotene 15,15'-dioxygenase",10090,Mus musculus,566
Q9JJS7,reviewed,P2Y purinoceptor 4,10090,Mus musculus,361
Q9JJT0,reviewed,RNA 3'-terminal phosphate cyclase-like protein,10090,Mus musculus,373
Q9JJT2,reviewed,GDNF family receptor alpha-4,10090,Mus musculus,260
Q9JJT9,reviewed,Phosphorylated adapter RNA export protein,10090,Mus musculus,385
Q9JJU8,reviewed,Adapter Sh3bgrl,10090,Mus musculus,114
Q9JJU9,reviewed,Beta-crystallin B3,10090,Mus musculus,211
Q9JJV0,reviewed,Beta-crystallin A4,10090,Mus musculus,196
Q9JJV1,reviewed,Beta-crystallin A2,10090,Mus musculus,197
Q9JJV2,reviewed,Profilin-2,10090,Mus musculus,140
Q9JJV3,reviewed,Voltage-dependent calcium channel gamma-like subunit,10090,Mus musculus,211
Q9JJV4,reviewed,Voltage-dependent calcium channel gamma-4 subunit,10090,Mus musculus,327
Q9JJV5,reviewed,Voltage-dependent calcium channel gamma-3 subunit,10090,Mus musculus,315
Q9JJV9,reviewed,Sodium channel protein type 5 subunit alpha,10090,Mus musculus,2019
Q9JJW0,reviewed,Peroxisomal membrane protein 4,10090,Mus musculus,212
Q9JJW5,reviewed,Myozenin-2,10090,Mus musculus,264
Q9JJW6,reviewed,Aly/REF export factor 2,10090,Mus musculus,218
Q9JJX6,reviewed,P2X purinoceptor 4,10090,Mus musculus,388
Q9JJX7,reviewed,Tyrosyl-DNA phosphodiesterase 2,10090,Mus musculus,370
Q9JJX8,reviewed,Serine/threonine-protein kinase 32B,10090,Mus musculus,414
Q9JJY3,reviewed,Sphingomyelin phosphodiesterase 3,10090,Mus musculus,655
Q9JJY4,reviewed,Probable ATP-dependent RNA helicase DDX20,10090,Mus musculus,825
Q9JJY8,reviewed,Interleukin-22b,10090,Mus musculus,179
Q9JJY9,reviewed,Interleukin-22,10090,Mus musculus,179
Q9JJZ2,reviewed,Tubulin alpha-8 chain,10090,Mus musculus,449
Q9JJZ4,reviewed,Ubiquitin-conjugating enzyme E2 J1,10090,Mus musculus,318
Q9JJZ5,reviewed,Epidermal growth factor-like protein 6,10090,Mus musculus,550
Q9JJZ6,reviewed,Krueppel-like factor 13,10090,Mus musculus,289
Q9JJZ8,reviewed,Cyclic nucleotide-gated cation channel alpha-3,10090,Mus musculus,631
Q9JJZ9,reviewed,Cyclic nucleotide-gated cation channel beta-3,10090,Mus musculus,694
Q9JK23,reviewed,Proteasome assembly chaperone 1,10090,Mus musculus,289
Q9JK24,reviewed,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma,10090,Mus musculus,453
Q9JK30,reviewed,Origin recognition complex subunit 3,10090,Mus musculus,715
Q9JK37,reviewed,Myozenin-1,10090,Mus musculus,296
Q9JK38,reviewed,Glucosamine 6-phosphate N-acetyltransferase,10090,Mus musculus,184
Q9JK39,reviewed,Butyrophilin-like protein 10,10090,Mus musculus,275
Q9JK42,reviewed,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",10090,Mus musculus,407
Q9JK45,reviewed,Potassium voltage-gated channel subfamily KQT member 5,10090,Mus musculus,933
Q9JK48,reviewed,Endophilin-B1,10090,Mus musculus,365
Q9JK53,reviewed,Prolargin,10090,Mus musculus,378
Q9JK54,reviewed,Mesogenin-1,10090,Mus musculus,188
Q9JK81,reviewed,MYG1 exonuclease,10090,Mus musculus,380
Q9JK83,reviewed,Partitioning defective 6 homolog beta,10090,Mus musculus,371
Q9JK84,reviewed,Partitioning defective 6 homolog gamma,10090,Mus musculus,382
Q9JK88,reviewed,Serpin I2,10090,Mus musculus,405
Q9JK91,reviewed,DNA mismatch repair protein Mlh1,10090,Mus musculus,760
Q9JK92,reviewed,Heat shock protein beta-8,10090,Mus musculus,196
Q9JK95,reviewed,p53 apoptosis effector related to PMP-22,10090,Mus musculus,193
Q9JK97,reviewed,Potassium voltage-gated channel subfamily KQT member 4,10090,Mus musculus,696
Q9JKA3,reviewed,Taste receptor type 2 member 103,10090,Mus musculus,312
Q9JKA5,reviewed,Cell surface A33 antigen,10090,Mus musculus,319
Q9JKB1,reviewed,Ubiquitin carboxyl-terminal hydrolase isozyme L3,10090,Mus musculus,230
Q9JKB3,reviewed,Y-box-binding protein 3,10090,Mus musculus,361
Q9JKC0,reviewed,C-C motif chemokine 24,10090,Mus musculus,119
Q9JKC6,reviewed,Cell cycle exit and neuronal differentiation protein 1,10090,Mus musculus,149
Q9JKC7,reviewed,AP-4 complex subunit mu-1,10090,Mus musculus,449
Q9JKC8,reviewed,AP-3 complex subunit mu-1,10090,Mus musculus,418
Q9JKD3,reviewed,Secretory carrier-associated membrane protein 5,10090,Mus musculus,235
Q9JKD8,reviewed,T-box transcription factor TBX21,10090,Mus musculus,530
Q9JKD9,reviewed,Zinc finger and BTB domain-containing protein 32,10090,Mus musculus,465
Q9JKE1,reviewed,Triggering receptor expressed on myeloid cells 3,10090,Mus musculus,183
Q9JKE2,reviewed,Triggering receptor expressed on myeloid cells 1,10090,Mus musculus,230
Q9JKF1,reviewed,Ras GTPase-activating-like protein IQGAP1,10090,Mus musculus,1657
Q9JKF4,reviewed,C-type lectin domain family 6 member A,10090,Mus musculus,209
Q9JKF6,reviewed,Nectin-1,10090,Mus musculus,515
Q9JKF7,reviewed,Large ribosomal subunit protein mL39,10090,Mus musculus,336
Q9JKJ9,reviewed,24-hydroxycholesterol 7-alpha-hydroxylase,10090,Mus musculus,470
Q9JKK0,reviewed,Calcipressin-3,10090,Mus musculus,239
Q9JKK1,reviewed,Syntaxin-6,10090,Mus musculus,255
Q9JKK7,reviewed,Tropomodulin-2,10090,Mus musculus,351
Q9JKK8,reviewed,Serine/threonine-protein kinase ATR,10090,Mus musculus,2635
Q9JKL1,reviewed,Prokineticin receptor 1,10090,Mus musculus,393
Q9JKL4,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,10090,Mus musculus,185
Q9JKL5,reviewed,Calcineurin B homologous protein 3,10090,Mus musculus,214
Q9JKM7,reviewed,Ras-related protein Rab-37,10090,Mus musculus,223
Q9JKN1,reviewed,Zinc transporter 7,10090,Mus musculus,378
Q9JKN5,reviewed,Oligodendrocyte transcription factor 1,10090,Mus musculus,260
Q9JKN6,reviewed,RNA-binding protein Nova-1,10090,Mus musculus,507
Q9JKP5,reviewed,Muscleblind-like protein 1,10090,Mus musculus,341
Q9JKP7,reviewed,DNA polymerase epsilon subunit 3,10090,Mus musculus,145
Q9JKP8,reviewed,Chromatin accessibility complex protein 1,10090,Mus musculus,129
Q9JKQ4,reviewed,Iroquois-class homeodomain protein IRX-5,10090,Mus musculus,484
Q9JKR6,reviewed,Hypoxia up-regulated protein 1,10090,Mus musculus,999
Q9JKS4,reviewed,LIM domain-binding protein 3,10090,Mus musculus,723
Q9JKS5,reviewed,Intracellular hyaluronan-binding protein 4,10090,Mus musculus,411
Q9JKT2,reviewed,Taste receptor type 2 member 119,10090,Mus musculus,335
Q9JKT3,reviewed,Taste receptor type 2 member 4,10090,Mus musculus,297
Q9JKT4,reviewed,Taste receptor type 2 member 105,10090,Mus musculus,300
Q9JKU8,reviewed,LIM homeobox transcription factor 1-alpha,10090,Mus musculus,382
Q9JKV1,reviewed,Proteasomal ubiquitin receptor ADRM1,10090,Mus musculus,407
Q9JKV2,reviewed,Serine/threonine-protein kinase ICK,10090,Mus musculus,629
Q9JKV5,reviewed,Secretory carrier-associated membrane protein 4,10090,Mus musculus,230
Q9JKV7,reviewed,Exostosin-like 1,10090,Mus musculus,669
Q9JKV9,reviewed,Interleukin-20,10090,Mus musculus,176
Q9JKX3,reviewed,Transferrin receptor protein 2,10090,Mus musculus,798
Q9JKX4,reviewed,Protein AATF,10090,Mus musculus,526
Q9JKX6,reviewed,ADP-sugar pyrophosphatase,10090,Mus musculus,218
Q9JKX8,reviewed,Uroplakin-3a,10090,Mus musculus,287
Q9JKY0,reviewed,CCR4-NOT transcription complex subunit 9,10090,Mus musculus,299
Q9JKY5,reviewed,Huntingtin-interacting protein 1-related protein,10090,Mus musculus,1068
Q9JKZ2,reviewed,Sodium/myo-inositol cotransporter,10090,Mus musculus,718
Q9JL04,reviewed,Formin-2,10090,Mus musculus,1578
Q9JL06,reviewed,Lysophosphatidic acid receptor 2,10090,Mus musculus,348
Q9JL10,reviewed,SERTA domain-containing protein 1,10090,Mus musculus,236
Q9JL15,reviewed,Galectin-8,10090,Mus musculus,316
Q9JL16,reviewed,Interferon-stimulated gene 20 kDa protein,10090,Mus musculus,300
Q9JL18,reviewed,Beta-secretase 2,10090,Mus musculus,514
Q9JL19,reviewed,Nuclear receptor coactivator 6,10090,Mus musculus,2067
Q9JL21,reviewed,C-C chemokine receptor type 10,10090,Mus musculus,362
Q9JL25,reviewed,Regulator of G-protein signaling 1,10090,Mus musculus,209
Q9JL26,reviewed,Formin-like protein 1,10090,Mus musculus,1094
Q9JL27,reviewed,"Galactoside alpha-(1,2)-fucosyltransferase 2",10090,Mus musculus,347
Q9JL35,reviewed,High mobility group nucleosome-binding domain-containing protein 5,10090,Mus musculus,406
Q9JL56,reviewed,Glycerophosphodiester phosphodiesterase 1,10090,Mus musculus,331
Q9JL59,reviewed,Secreted and transmembrane protein 1b,10090,Mus musculus,212
Q9JL60,reviewed,Glucocorticoid modulatory element-binding protein 1,10090,Mus musculus,562
Q9JL61,reviewed,DNA-binding protein Rfx5,10090,Mus musculus,658
Q9JL62,reviewed,Glycolipid transfer protein,10090,Mus musculus,209
Q9JL70,reviewed,Fanconi anemia group A protein homolog,10090,Mus musculus,1439
Q9JL89,reviewed,Ninjurin-2,10090,Mus musculus,143
Q9JL95,reviewed,Proteoglycan 3,10090,Mus musculus,222
Q9JL96,reviewed,Cathepsin M,10090,Mus musculus,333
Q9JL99,reviewed,C-type lectin domain family 1 member B,10090,Mus musculus,229
Q9JLA2,reviewed,Interleukin-36 alpha,10090,Mus musculus,160
Q9JLB0,reviewed,Protein PALS2,10090,Mus musculus,553
Q9JLB2,reviewed,Protein PALS1,10090,Mus musculus,675
Q9JLB4,reviewed,Cubilin,10090,Mus musculus,3623
Q9JLB9,reviewed,Nectin-3,10090,Mus musculus,549
Q9JLC3,reviewed,Methionine-R-sulfoxide reductase B1,10090,Mus musculus,116
Q9JLC4,reviewed,VPS10 domain-containing receptor SorCS1,10090,Mus musculus,1167
Q9JLC6,reviewed,Thyrotroph embryonic factor,10090,Mus musculus,301
Q9JLC8,reviewed,Sacsin,10090,Mus musculus,4582
Q9JLF1,reviewed,Gamma-aminobutyric acid receptor subunit theta,10090,Mus musculus,638
Q9JLF6,reviewed,Protein-glutamine gamma-glutamyltransferase K,10090,Mus musculus,815
Q9JLF7,reviewed,Toll-like receptor 5,10090,Mus musculus,859
Q9JLG4,reviewed,Polycystin-2-like protein 2,10090,Mus musculus,621
Q9JLG8,reviewed,Calpain-15,10090,Mus musculus,1095
Q9JLH8,reviewed,Tropomodulin-4,10090,Mus musculus,345
Q9JLI3,reviewed,Membrane metallo-endopeptidase-like 1,10090,Mus musculus,765
Q9JLI6,reviewed,Selenocysteine lyase,10090,Mus musculus,432
Q9JLI7,reviewed,Sperm-associated antigen 6,10090,Mus musculus,507
Q9JLI8,reviewed,Squamous cell carcinoma antigen recognized by T-cells 3,10090,Mus musculus,962
Q9JLJ0,reviewed,Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,10090,Mus musculus,161
Q9JLJ1,reviewed,Selenoprotein K,10090,Mus musculus,94
Q9JLJ2,reviewed,4-trimethylaminobutyraldehyde dehydrogenase,10090,Mus musculus,494
Q9JLJ4,reviewed,Elongation of very long chain fatty acids protein 2,10090,Mus musculus,292
Q9JLJ5,reviewed,Elongation of very long chain fatty acids protein 1,10090,Mus musculus,279
Q9JLK3,reviewed,Calcium-binding protein 5,10090,Mus musculus,173
Q9JLK4,reviewed,Calcium-binding protein 2,10090,Mus musculus,216
Q9JLK7,reviewed,Calcium-binding protein 1,10090,Mus musculus,227
Q9JLL0,reviewed,Cysteine-rich motor neuron 1 protein,10090,Mus musculus,1037
Q9JLL3,reviewed,Tumor necrosis factor receptor superfamily member 19,10090,Mus musculus,416
Q9JLM4,reviewed,Zinc finger MYM-type protein 3,10090,Mus musculus,1370
Q9JLM8,reviewed,Serine/threonine-protein kinase DCLK1,10090,Mus musculus,756
Q9JLM9,reviewed,Growth factor receptor-bound protein 14,10090,Mus musculus,538
Q9JLN5,reviewed,Erythroid membrane-associated protein,10090,Mus musculus,566
Q9JLN6,reviewed,Disintegrin and metalloproteinase domain-containing protein 28,10090,Mus musculus,793
Q9JLN9,reviewed,Serine/threonine-protein kinase mTOR,10090,Mus musculus,2549
Q9JLQ0,reviewed,CD2-associated protein,10090,Mus musculus,637
Q9JLQ2,reviewed,ARF GTPase-activating protein GIT2,10090,Mus musculus,708
Q9JLR1,reviewed,Protein transport protein Sec61 subunit alpha isoform 2,10090,Mus musculus,476
Q9JLR5,reviewed,Transcription factor 23,10090,Mus musculus,209
Q9JLR9,reviewed,"HIG1 domain family member 1A, mitochondrial",10090,Mus musculus,95
Q9JLS0,reviewed,Hypoxia-inducible lipid droplet-associated protein,10090,Mus musculus,64
Q9JLT2,reviewed,Trehalase,10090,Mus musculus,576
Q9JLT4,reviewed,"Thioredoxin reductase 2, mitochondrial",10090,Mus musculus,524
Q9JLV1,reviewed,BAG family molecular chaperone regulator 3,10090,Mus musculus,577
Q9JLV2,reviewed,Short transient receptor potential channel 4-associated protein,10090,Mus musculus,797
Q9JLV5,reviewed,Cullin-3,10090,Mus musculus,768
Q9JLV6,reviewed,Bifunctional polynucleotide phosphatase/kinase,10090,Mus musculus,522
Q9JLV9,reviewed,Prolactin-2C5,10090,Mus musculus,222
Q9JLY0,reviewed,Suppressor of cytokine signaling 6,10090,Mus musculus,533
Q9JLY7,reviewed,Dual specificity protein phosphatase 14,10090,Mus musculus,198
Q9JLZ3,reviewed,"Methylglutaconyl-CoA hydratase, mitochondrial",10090,Mus musculus,314
Q9JLZ6,reviewed,Hypermethylated in cancer 2 protein,10090,Mus musculus,619
Q9JLZ8,reviewed,Single Ig IL-1-related receptor,10090,Mus musculus,409
Q9JM05,reviewed,E3 SUMO-protein ligase PIAS4,10090,Mus musculus,507
Q9JM13,reviewed,Rab5 GDP/GTP exchange factor,10090,Mus musculus,491
Q9JM14,reviewed,"5'(3')-deoxyribonucleotidase, cytosolic type",10090,Mus musculus,200
Q9JM51,reviewed,Prostaglandin E synthase,10090,Mus musculus,153
Q9JM52,reviewed,Misshapen-like kinase 1,10090,Mus musculus,1308
Q9JM54,reviewed,Phorbol-12-myristate-13-acetate-induced protein 1,10090,Mus musculus,103
Q9JM55,reviewed,Protein Tob2,10090,Mus musculus,345
Q9JM58,reviewed,Cytokine receptor-like factor 1,10090,Mus musculus,425
Q9JM61,reviewed,Thrombospondin type-1 domain-containing protein 1,10090,Mus musculus,851
Q9JM62,reviewed,Receptor expression-enhancing protein 6,10090,Mus musculus,201
Q9JM63,reviewed,ATP-sensitive inward rectifier potassium channel 10,10090,Mus musculus,379
Q9JM71,reviewed,Kallikrein 1-related peptidase b27,10090,Mus musculus,263
Q9JM73,reviewed,Serum response factor,10090,Mus musculus,504
Q9JM76,reviewed,Actin-related protein 2/3 complex subunit 3,10090,Mus musculus,178
Q9JM83,reviewed,Calmodulin-4,10090,Mus musculus,148
Q9JM84,reviewed,Cystatin 10,10090,Mus musculus,148
Q9JM90,reviewed,Signal-transducing adaptor protein 1,10090,Mus musculus,297
Q9JM93,reviewed,ADP-ribosylation factor-like protein 6-interacting protein 4,10090,Mus musculus,229
Q9JM95,reviewed,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",10090,Mus musculus,333
Q9JM96,reviewed,Cdc42 effector protein 4,10090,Mus musculus,349
Q9JM98,reviewed,WD repeat-containing protein WRAP73,10090,Mus musculus,462
Q9JM99,reviewed,Proteoglycan 4,10090,Mus musculus,1054
Q9JMA1,reviewed,Ubiquitin carboxyl-terminal hydrolase 14,10090,Mus musculus,493
Q9JMA2,reviewed,Queuine tRNA-ribosyltransferase catalytic subunit 1,10090,Mus musculus,403
Q9JMA7,reviewed,Cytochrome P450 3A41,10090,Mus musculus,504
Q9JMA9,reviewed,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),10090,Mus musculus,638
Q9JMB0,reviewed,G kinase-anchoring protein 1,10090,Mus musculus,366
Q9JMB1,reviewed,Sperm microtubule associated protein 2,10090,Mus musculus,375
Q9JMB7,reviewed,Piwi-like protein 1,10090,Mus musculus,862
Q9JMB8,reviewed,Contactin-6,10090,Mus musculus,1028
Q9JMC2,reviewed,Insulinoma-associated protein 2,10090,Mus musculus,493
Q9JMC3,reviewed,DnaJ homolog subfamily A member 4,10090,Mus musculus,397
Q9JMC8,reviewed,Band 4.1-like protein 4B,10090,Mus musculus,527
Q9JMD0,reviewed,BUB3-interacting and GLEBS motif-containing protein ZNF207,10090,Mus musculus,495
Q9JMD1,reviewed,Scm-like with four MBT domains protein 1,10090,Mus musculus,863
Q9JMD3,reviewed,START domain-containing protein 10,10090,Mus musculus,291
Q9JME2,reviewed,Carbohydrate sulfotransferase 11,10090,Mus musculus,352
Q9JME5,reviewed,AP-3 complex subunit beta-2,10090,Mus musculus,1082
Q9JME7,reviewed,Trafficking protein particle complex subunit 2-like protein,10090,Mus musculus,139
Q9JME9,reviewed,V-set and transmembrane domain-containing protein 2B,10090,Mus musculus,285
Q9JMF3,reviewed,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13,10090,Mus musculus,67
Q9JMF7,reviewed,Dolichyldiphosphatase 1,10090,Mus musculus,238
Q9JMG1,reviewed,Endothelial differentiation-related factor 1,10090,Mus musculus,148
Q9JMG2,reviewed,C1GALT1-specific chaperone 1,10090,Mus musculus,316
Q9JMG3,reviewed,Transmembrane and ubiquitin-like domain-containing protein 1,10090,Mus musculus,245
Q9JMG4,reviewed,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4,10090,Mus musculus,208
Q9JMG7,reviewed,Hepatoma-derived growth factor-related protein 3,10090,Mus musculus,202
Q9JMH3,reviewed,Sialidase-2,10090,Mus musculus,379
Q9JMH6,reviewed,"Thioredoxin reductase 1, cytoplasmic",10090,Mus musculus,613
Q9JMH7,reviewed,Sialidase-3,10090,Mus musculus,418
Q9JMH9,reviewed,Unconventional myosin-XVIIIa,10090,Mus musculus,2050
Q9JMI0,reviewed,Endothelin-converting enzyme-like 1,10090,Mus musculus,775
Q9JMI7,reviewed,Testis-expressed protein 101,10090,Mus musculus,250
Q9JMJ2,reviewed,F-box/WD repeat-containing protein 4,10090,Mus musculus,410
Q9JMK0,reviewed,"Beta-1,4-galactosyltransferase 5",10090,Mus musculus,388
Q9JMK2,reviewed,Casein kinase I isoform epsilon,10090,Mus musculus,416
Q9NWG9,reviewed,Melanoma-associated antigen H1,10090,Mus musculus,218
Q9NYQ2,reviewed,2-Hydroxyacid oxidase 2,10090,Mus musculus,353
Q9QUG2,reviewed,DNA polymerase kappa,10090,Mus musculus,852
Q9QUG3,reviewed,Prion-like protein doppel,10090,Mus musculus,179
Q9QUG9,reviewed,RAS guanyl-releasing protein 2,10090,Mus musculus,608
Q9QUH0,reviewed,Glutaredoxin-1,10090,Mus musculus,107
